item,type,kanji,earn_rate,earning,area,ken,station
消防自動車工場,工業,99億円,1億9800万円,2%,関東,東京都,八王子
ミシン工場,工業,113億円,1億1300万円,1%,関東,東京都,八王子
椿油屋,商業,1000万円,500万円,50%,関東,東京都,伊豆大島
椿油屋,商業,1000万円,500万円,50%,関東,東京都,伊豆大島
牛乳せんべい屋,食品,1000万円,250万円,25%,関東,東京都,伊豆大島
サヤエンドウ畑,農林,1億円,300万円,3%,関東,東京都,伊豆大島
海洋深層水工場,食品,3億円,600万円,2%,関東,東京都,伊豆大島
くさや屋,食品,1000万円,500万円,50%,関東,東京都,八丈島
くさや屋,食品,1000万円,500万円,50%,関東,東京都,八丈島
明日葉畑,農林,5000万円,250万円,5%,関東,東京都,八丈島
明日葉畑,農林,5000万円,250万円,5%,関東,東京都,八丈島
フリージア園,農林,8000万円,400万円,5%,関東,東京都,八丈島
ペポちゃん菓子店,食品,1億円,1500万円,15%,関東,東京都,銀座
極上天ぷら屋,食品,3億円,3000万円,10%,関東,東京都,銀座
フルーツパーラー,食品,3億円,1200万円,4%,関東,東京都,銀座
地方アンテナ店,観光,30億円,6000万円,2%,関東,東京都,銀座
化粧品会社,商業,630億円,12億6000万円,2%,関東,東京都,銀座
おもちゃ屋,商業,10億円,1000万円,1%,関東,東京都,銀座
製紙会社,工業,1100億円,11億円,1%,関東,東京都,銀座
大型カメラ店,商業,20億円,2億円,10%,関東,東京都,新宿
大型カメラ店,商業,20億円,2億円,10%,関東,東京都,新宿
バスターミナル,商業,1580億円,79億円,5%,関東,東京都,新宿
お笑い劇場,観光,10億円,4000万円,4%,関東,東京都,新宿
呉服屋デパート,商業,501億円,20億400万円,4%,関東,東京都,新宿
フルーツパーラー,商業,80億円,2億4000万円,3%,関東,東京都,新宿
新南口駅デｌパート,商業,660億円,19億8000万円,3%,関東,東京都,新宿
密柑国書店,商業,1億円,200万円,2%,関東,東京都,新宿
接着剤メーカー,工業,9億6000万円,9600万円,10%,関東,東京都,品川
屋形船屋,観光,5000万円,250万円,5%,関東,東京都,品川
駅ビル商店街,商業,30億円,1億5000万円,5%,関東,東京都,品川
高級ホテル,観光,4000億円,120億円,3%,関東,東京都,品川
水族館,観光,20億円,4000万円,2%,関東,東京都,品川
国際ホテル,観光,40億円,8000万円,2%,関東,東京都,品川
総合電機メーカー,工業,6400億円,128億円,2%,関東,東京都,品川
ビジネスホテル,観光,40億円,4000万円,1%,関東,東京都,品川
大都会鉄道,鉄道,8兆円,4000億円,5%,関東,東京都,鉄道省
ＴＵＢＥ鉄道,鉄道,5兆円,1000億円,2%,関東,東京都,鉄道省
九州鉄道,鉄道,6兆円,1200億円,2%,関東,東京都,鉄道省
なにわ鉄道,鉄道,7兆円,1400億円,2%,関東,東京都,鉄道省
中国四国鉄道,鉄道,1兆円,100億円,1%,関東,東京都,鉄道省
みちのく鉄道,鉄道,2兆円,200億円,1%,関東,東京都,鉄道省
どさんこ鉄道,鉄道,3兆円,300億円,1%,関東,東京都,鉄道省
プロ野球チーム,観光,100億円,5億円,5%,関東,東京都,後楽園
遊園地,観光,80億円,1億6000万円,2%,関東,東京都,後楽園
スーパー温泉,観光,20億円,2000万円,1%,関東,東京都,後楽園
スポーツホール,観光,40億円,4000万円,1%,関東,東京都,後楽園
ドームスタジアム,観光,400億円,4億円,1%,関東,東京都,後楽園
老舗折詰弁当屋,食品,5億円,2000万円,4%,関東,東京都,日本橋
老舗オムライス屋,食品,1億円,300万円,3%,関東,東京都,日本橋
老舗海苔屋,食品,3億円,600万円,2%,関東,東京都,日本橋
老舗梅干し飴屋,食品,5億円,1000万円,2%,関東,東京都,日本橋
老舗デパート,商業,500億円,10億円,2%,関東,東京都,日本橋
化粧品会社,商業,48億円,4800万円,1%,関東,東京都,日本橋
磁気テープ会社,工業,330億円,3億3000万円,1%,関東,東京都,日本橋
観覧車,観光,200億円,6億円,3%,関東,東京都,お台場
江戸っ子温泉ランド,観光,60億円,1億2000万円,2%,関東,東京都,お台場
アミューズメント街,商業,10億円,1000万円,1%,関東,東京都,お台場
昭和30年代商店街,観光,20億円,2000万円,1%,関東,東京都,お台場
東京ビッグファイト,商業,400億円,4億円,1%,関東,東京都,お台場
テレビ局,商業,800億円,8億円,1%,関東,東京都,お台場
新都心交通会社,商業,1400億円,14億円,1%,関東,東京都,お台場
なつかしパン屋,食品,1000万円,2000万円,200%,関東,神奈川県,小田原
生シラスの沖漬け屋,食品,1000万円,1000万円,100%,関東,神奈川県,小田原
老舗おはぎ屋,食品,1000万円,1000万円,100%,関東,神奈川県,小田原
かまごぼ屋,食品,1000万円,500万円,50%,関東,神奈川県,小田原
かまごぼ屋,食品,1000万円,500万円,50%,関東,神奈川県,小田原
つけ麺屋,食品,1000万円,2000万円,200%,関東,神奈川県,湯河原
寿司屋,食品,3億円,4500万円,15%,関東,神奈川県,湯河原
金目しゃぶしゃぶ屋,食品,1億円,1000万円,10%,関東,神奈川県,湯河原
焼き鳥屋,食品,2億円,2000万円,10%,関東,神奈川県,湯河原
ステーキハウス,食品,4億円,4000万円,10%,関東,神奈川県,湯河原
推理小説家記念館,観光,10億円,1億円,10%,関東,神奈川県,湯河原
温泉旅館,観光,8億円,5600万円,7%,関東,神奈川県,湯河原
スイーツ工房,食品,30億円,9000万円,3%,関東,神奈川県,湯河原
シチューパン屋,食品,1000万円,800万円,80%,関東,神奈川県,箱根
豆腐屋,食品,1000万円,800万円,80%,関東,神奈川県,箱根
温泉玉子屋,食品,1000万円,500万円,50%,関東,神奈川県,箱根
寄木細工工房,商業,1億円,400万円,4%,関東,神奈川県,箱根
温泉旅館,観光,10億円,3000万円,3%,関東,神奈川県,箱根
白磁美術館,観光,45億円,9000万円,2%,関東,神奈川県,箱根
温泉テーマパーク,観光,120億円,2億4000万円,2%,関東,神奈川県,箱根
彫刻の美術館,観光,65億円,6500万円,1%,関東,神奈川県,箱根
わらび餅屋,食品,1000万円,800万円,80%,関東,神奈川県,鎌倉
サブレー屋,食品,1000万円,500万円,50%,関東,神奈川県,鎌倉
サブレー屋,食品,1000万円,500万円,50%,関東,神奈川県,鎌倉
三浦ダイコン畑,農林,8000万円,400万円,5%,関東,神奈川県,鎌倉
三浦ダイコン畑,農林,8000万円,400万円,5%,関東,神奈川県,鎌倉
小町通り商店街,商業,80億円,1億6000万円,2%,関東,神奈川県,鎌倉
鎌倉彫り工房,商業,2億円,200万円,1%,関東,神奈川県,鎌倉
ローストビーフの店,食品,6億円,600万円,1%,関東,神奈川県,鎌倉
ポテチパン屋,食品,1000万円,800万円,80%,関東,神奈川県,横須賀
海軍カレー屋,食品,1000万円,500万円,50%,関東,神奈川県,横須賀
スカジャン洋品店,商業,3000万円,1500万円,50%,関東,神奈川県,横須賀
スカジャン洋品店,商業,3000万円,1500万円,50%,関東,神奈川県,横須賀
造船所,工業,80億円,3億2000万円,4%,関東,神奈川県,横須賀
携帯電話研究所,工業,1000億円,30億円,3%,関東,神奈川県,横須賀
ハロゲンランプ工場,工業,20億円,4000万円,2%,関東,神奈川県,横須賀
自動車工場,工業,2000億円,40億円,2%,関東,神奈川県,横須賀
サンマーメン屋,食品,1000万円,500万円,50%,関東,神奈川県,横浜
サンマーメン屋,食品,1000万円,500万円,50%,関東,神奈川県,横浜
シューマイ屋,食品,3億円,3000万円,10%,関東,神奈川県,横浜
赤レンガ倉庫街,観光,40億円,1億6000万円,4%,関東,神奈川県,横浜
サッカースタジアム,観光,200億円,8億円,4%,関東,神奈川県,横浜
鉄道模型博物館,観光,10億円,3000万円,3%,関東,神奈川県,横浜
自動車会社,工業,6000億円,180億円,3%,関東,神奈川県,横浜
ランドセルタワー,観光,2200億円,22億円,1%,関東,神奈川県,横浜
せき止め飴屋,食品,1000万円,500万円,50%,関東,神奈川県,川崎
おもちゃ量販店,商業,60億円,2億4000万円,4%,関東,神奈川県,川崎
半導体工場,工業,860億円,25億8000万円,3%,関東,神奈川県,川崎
ソフトウェア工場,工業,3300億円,99億円,3%,関東,神奈川県,川崎
サッシ工場,工業,10億円,2000万円,2%,関東,神奈川県,川崎
ラゾーナビル,商業,500億円,10億円,2%,関東,神奈川県,川崎
観光バス工場,工業,100億円,1億円,1%,関東,神奈川県,川崎
造船メーカー,工業,250億円,2億5000万円,1%,関東,神奈川県,川崎
馬肉レストラン,食品,1億円,500万円,5%,関東,神奈川県,中華街
中華飯店,食品,5億円,2500万円,5%,関東,神奈川県,中華街
中華飯店,食品,5億円,2500万円,5%,関東,神奈川県,中華街
中華飯店,食品,5億円,2500万円,5%,関東,神奈川県,中華街
プロ野球チーム,観光,80億円,4億円,5%,関東,神奈川県,中華街
たらい舟屋,観光,2000万円,1600万円,80%,中部,新潟県,佐渡
一夜干しするめ屋,食品,1000万円,500万円,50%,中部,新潟県,佐渡
隠し金山パーク,観光,8億円,6400万円,8%,中部,新潟県,佐渡
おけさ柿園,農林,5000万円,250万円,5%,中部,新潟県,佐渡
おけさ柿園,農林,5000万円,250万円,5%,中部,新潟県,佐渡
鮭の酒びたし屋,食品,1000万円,800万円,80%,中部,新潟県,村上
鮭の酒びたし屋,食品,1000万円,800万円,80%,中部,新潟県,村上
イヨボヤ博物館,観光,3億円,900万円,3%,中部,新潟県,村上
村上牛屋,食品,3億円,600万円,2%,中部,新潟県,村上
瀬波温泉郷,観光,30億円,3000万円,1%,中部,新潟県,村上
ターミナルカレー屋,食品,1000万円,800万円,80%,中部,新潟県,新潟
笹団子屋,食品,1000万円,700万円,70%,中部,新潟県,新潟
柿の種屋,食品,1000万円,700万円,70%,中部,新潟県,新潟
高級鮭料理屋,食品,4億円,800万円,2%,中部,新潟県,新潟
あられおかき工場,食品,19億円,3800万円,2%,中部,新潟県,新潟
切り餅工場,食品,6億円,600万円,1%,中部,新潟県,新潟
国際会議場,商業,80億円,8000万円,1%,中部,新潟県,新潟
サッカースタジアム,観光,300億円,3億円,1%,中部,新潟県,新潟
鱈めし屋,食品,1000万円,800万円,80%,中部,新潟県,上越
鱈めし屋,食品,1000万円,800万円,80%,中部,新潟県,上越
液晶工場,工業,30億円,6000万円,2%,中部,新潟県,上越
電子工学工場,工業,70億円,1億4000万円,2%,中部,新潟県,上越
化学工場,工業,20億円,2000万円,1%,中部,新潟県,上越
のどぐろ屋,食品,1000万円,800万円,80%,中部,新潟県,糸魚川
翡翠チョコ屋,食品,1000万円,500万円,50%,中部,新潟県,糸魚川
翡翠工場,商業,2億円,600万円,3%,中部,新潟県,糸魚川
翡翠工場,商業,2億円,600万円,3%,中部,新潟県,糸魚川
フォッサマグナ館,観光,10億円,1000万円,1%,中部,新潟県,糸魚川
栃尾の油揚げ屋,食品,1000万円,500万円,50%,中部,新潟県,長岡
コシヒカリ水田,農林,1億円,700万円,7%,中部,新潟県,長岡
コシヒカリ水田,農林,1億円,700万円,7%,中部,新潟県,長岡
コシヒカリ水田,農林,1億円,700万円,7%,中部,新潟県,長岡
洋風カツ丼,食品,1億円,500万円,5%,中部,新潟県,長岡
切り餅工場,食品,15億円,4500万円,3%,中部,新潟県,長岡
柿の種工場,食品,16億円,4800万円,3%,中部,新潟県,長岡
自動車部品工場,工業,150億円,1億5000万円,1%,中部,新潟県,長岡
天空米水田,農林,2億円,3000万円,15%,中部,新潟県,魚沼
天空米水田,農林,2億円,3000万円,15%,中部,新潟県,魚沼
コシヒカリ水田,農林,1億円,1000万円,10%,中部,新潟県,魚沼
コシヒカリ水田,農林,1億円,1000万円,10%,中部,新潟県,魚沼
コシヒカリ水田,農林,1億円,1000万円,10%,中部,新潟県,魚沼
コシヒカリ水田,農林,1億円,1000万円,10%,中部,新潟県,魚沼
コシヒカリ水田,農林,1億円,1000万円,10%,中部,新潟県,魚沼
舞茸工場,食品,16億円,1600万円,1%,中部,新潟県,魚沼
スノボゲレンデ,観光,10億円,2000万円,2%,中部,新潟県,湯沢
リゾートホテル,観光,20億円,2000万円,1%,中部,新潟県,湯沢
リゾートホテル,観光,20億円,2000万円,1%,中部,新潟県,湯沢
スキー場,観光,180億円,1億8000万円,1%,中部,新潟県,湯沢
スキー場,観光,180億円,1億8000万円,1%,中部,新潟県,湯沢
白海老バーガー,食品,1000万円,1000万円,100%,中部,富山県,射水
白海老すり身揚げ屋,食品,1000万円,800万円,80%,中部,富山県,射水
白海老ドッグ屋,食品,1000万円,500万円,50%,中部,富山県,射水
重化学工業工場,工業,10億円,3000万円,3%,中部,富山県,射水
帆船パーク,観光,8億円,800万円,1%,中部,富山県,射水
マスの寿し屋,食品,1000万円,1000万円,100%,中部,富山県,富山
ブラックラーメン屋,食品,1000万円,800万円,80%,中部,富山県,富山
ブラックラーメン屋,食品,1000万円,800万円,80%,中部,富山県,富山
呉羽梨園,農林,8000万円,800万円,10%,中部,富山県,富山
ミニ自動車工場,工業,23億円,2億3000万円,10%,中部,富山県,富山
白エビ老舗料亭,食品,4億円,1600万円,4%,中部,富山県,富山
包装ラップ工場,工業,40億円,4000万円,1%,中部,富山県,富山
コロッケ屋,食品,1000万円,800万円,80%,中部,富山県,高岡
コロッケ屋,食品,1000万円,800万円,80%,中部,富山県,高岡
コロッケカフェ,食品,1000万円,500万円,50%,中部,富山県,高岡
チューリップ園,農林,1億円,200万円,2%,中部,富山県,高岡
アルミ工場,工業,80億円,1億6000万円,2%,中部,富山県,高岡
パルプ工場,工業,188億円,3億7600万円,2%,中部,富山県,高岡
万葉歴史館,観光,1億円,100万円,1%,中部,富山県,高岡
高岡銅器工場,工業,8億円,800万円,1%,中部,富山県,高岡
氷見うどん屋,食品,1000万円,500万円,50%,中部,富山県,氷見
氷見うどん屋,食品,1000万円,500万円,50%,中部,富山県,氷見
ふくらぎ料理,食品,3000万円,1500万円,50%,中部,富山県,氷見
寒ブリ料理屋,食品,3億円,1200万円,4%,中部,富山県,氷見
寒ブリ料理屋,食品,3億円,1200万円,4%,中部,富山県,氷見
レッツカレー,食品,1000万円,1000万円,100%,中部,石川県,金沢
金沢おでん屋,食品,1000万円,800万円,80%,中部,石川県,金沢
チャンカレー,食品,1000万円,800万円,80%,中部,石川県,金沢
国道ラーメン屋,食品,1000万円,500万円,50%,中部,石川県,金沢
セブン餃子屋,食品,1000万円,500万円,50%,中部,石川県,金沢
五郎島芋畑,農林,5000万円,500万円,10%,中部,石川県,金沢
治部煮料理屋,食品,1億円,300万円,3%,中部,石川県,金沢
兼六園,観光,240億円,7億2000万円,3%,中部,石川県,金沢
甘エビの天丼屋,食品,5000万円,5000万円,100%,中部,石川県,香林坊
ハントンライス屋,食品,1000万円,800万円,80%,中部,石川県,香林坊
回転寿司ベルト工場,工業,20億円,1億円,5%,中部,石川県,香林坊
治部煮料理屋,食品,1億円,400万円,4%,中部,石川県,香林坊
金箔工房,商業,2億円,800万円,4%,中部,石川県,香林坊
近江町市場,食品,10億円,3000万円,3%,中部,石川県,香林坊
ホテル,観光,150億円,3億円,2%,中部,石川県,香林坊
今世紀美術館,観光,100億円,1億円,1%,中部,石川県,香林坊
懐かしオムライス屋,食品,1000万円,1000万円,100%,中部,石川県,茶屋街
金箔ソフト屋,食品,1000万円,800万円,80%,中部,石川県,茶屋街
加賀棒茶屋,食品,5000万円,4000万円,80%,中部,石川県,茶屋街
加賀棒茶屋,食品,5000万円,4000万円,80%,中部,石川県,茶屋街
お麩屋,食品,5000万円,4000万円,80%,中部,石川県,茶屋街
寿司屋,食品,3億円,3000万円,10%,中部,石川県,茶屋街
和菓子屋,食品,1億円,300万円,3%,中部,石川県,茶屋街
ひがし茶屋街,観光,150億円,4億5000万円,3%,中部,石川県,茶屋街
大判焼屋,食品,1000万円,1000万円,100%,中部,石川県,小松
塩焼きそば屋,食品,1000万円,500万円,50%,中部,石川県,小松
塩焼きそば屋,食品,1000万円,500万円,50%,中部,石川県,小松
百万石米水田,農林,1億円,300万円,3%,中部,石川県,小松
九谷焼き物工房,商業,3億円,900万円,3%,中部,石川県,小松
九谷焼き物工房,商業,3億円,900万円,3%,中部,石川県,小松
ビンテージカーの館,観光,40億円,1億2000万円,3%,中部,石川県,小松
パワーシャベル工場,工業,600億円,12億円,2%,中部,石川県,小松
なまこ料理屋,食品,1000万円,500万円,50%,中部,石川県,和倉温泉
ひっぱり餅,食品,1000万円,250万円,25%,中部,石川県,和倉温泉
ひっぱり餅,食品,1000万円,250万円,25%,中部,石川県,和倉温泉
巨大日本旅館,観光,40億円,4000万円,1%,中部,石川県,和倉温泉
巨大日本旅館,観光,40億円,4000万円,1%,中部,石川県,和倉温泉
蟹こぼれるぞ丼屋,食品,1億円,2億円,200%,中部,福井県,鯖江
メガネ工場,商業,3億円,300万円,1%,中部,福井県,鯖江
メガネ工場,商業,3億円,300万円,1%,中部,福井県,鯖江
メガネ工場,商業,3億円,300万円,1%,中部,福井県,鯖江
メガネ工場,商業,3億円,300万円,1%,中部,福井県,鯖江
水ようかん屋,食品,1000万円,1000万円,100%,中部,福井県,福井
水ようかん屋,食品,1000万円,1000万円,100%,中部,福井県,福井
ソースカツ丼屋,食品,1000万円,1000万円,100%,中部,福井県,福井
ソースかつ丼屋,食品,1000万円,1000万円,100%,中部,福井県,福井
越前おろしそば屋,食品,1000万円,700万円,70%,中部,福井県,福井
ミルキー女王水田,農林,5000万円,400万円,8%,中部,福井県,福井
恐竜博物館,観光,92億円,4億6000万円,5%,中部,福井県,福井
越前ガニ屋,食品,4億円,800万円,2%,中部,福井県,福井
焼きサバ寿司屋,食品,1000万円,800万円,80%,中部,福井県,小浜
焼きサバ寿司屋,食品,1000万円,800万円,80%,中部,福井県,小浜
焼きサバ寿司屋,食品,1000万円,800万円,80%,中部,福井県,小浜
若狭カレイ屋,食品,1000万円,700万円,70%,中部,福井県,小浜
若狭カレイ屋,食品,1000万円,700万円,70%,中部,福井県,小浜
若狭カレイ屋,食品,1000万円,700万円,70%,中部,福井県,小浜
小鯛のささ漬屋,食品,1000万円,500万円,50%,中部,福井県,小浜
小鯛のささ漬屋,食品,1000万円,500万円,50%,中部,福井県,小浜
サスペンス絵葉書屋,観光,1000万円,100万円,10%,中部,福井県,東尋坊
越前ガニ漁,水産,5億円,1500万円,3%,中部,福井県,東尋坊
越前ガニ漁,水産,5億円,1500万円,3%,中部,福井県,東尋坊
越前ガニ漁,水産,5億円,1500万円,3%,中部,福井県,東尋坊
甘エビ漁,水産,2億円,400万円,2%,中部,福井県,東尋坊
甘エビ漁,水産,2億円,400万円,2%,中部,福井県,東尋坊
湾内観光船,観光,14億円,1400万円,1%,中部,福井県,東尋坊
水族館,観光,30億円,3000万円,1%,中部,福井県,東尋坊
とろろこんぶ工場,水産,1億円,1000万円,10%,中部,福井県,敦賀
とろろこんぶ工場,水産,1億円,1000万円,10%,中部,福井県,敦賀
若狭フグ屋,食品,6億円,1800万円,3%,中部,福井県,敦賀
越前ガニ屋,食品,2億円,400万円,2%,中部,福井県,敦賀
越前ガニ屋,食品,2億円,400万円,2%,中部,福井県,敦賀
駅弁屋,食品,1000万円,1000万円,100%,中部,山梨県,小淵沢
日本そば屋,食品,1000万円,700万円,70%,中部,山梨県,小淵沢
ペンション,観光,1億円,100万円,1%,中部,山梨県,小淵沢
ペンション,観光,1億円,100万円,1%,中部,山梨県,小淵沢
乗馬ランド,観光,3億円,300万円,1%,中部,山梨県,小淵沢
吉田うどん屋,食品,1000万円,1000万円,100%,中部,山梨県,富士吉田
吉田うどん屋,食品,1000万円,1000万円,100%,中部,山梨県,富士吉田
吉田うどん屋,食品,1000万円,1000万円,100%,中部,山梨県,富士吉田
吉田うどん屋,食品,1000万円,1000万円,100%,中部,山梨県,富士吉田
絶叫ランド,観光,80億円,8000万円,1%,中部,山梨県,富士吉田
鳥もつ煮屋,食品,1000万円,800万円,80%,中部,山梨県,甲府
ブドウ園,農林,8000万円,800万円,10%,中部,山梨県,甲府
ほうとう鍋屋,食品,1億円,1000万円,10%,中部,山梨県,甲府
甲州ワイン工場,食品,5億円,5000万円,10%,中部,山梨県,甲府
モモ園,農林,5000万円,400万円,8%,中部,山梨県,甲府
武将餅屋,食品,3億円,1200万円,4%,中部,山梨県,甲府
あわびの煮貝屋,食品,5億円,1000万円,2%,中部,山梨県,甲府
宝石工場,工業,20億円,4000万円,2%,中部,山梨県,甲府
サイクリング屋,観光,1000万円,2000万円,200%,中部,長野県,軽井沢
天然かき氷屋,食品,1000万円,1000万円,100%,中部,長野県,軽井沢
イタリアン料理店,食品,3000万円,1500万円,50%,中部,長野県,軽井沢
霧下高原野菜畑,農林,5000万円,500万円,10%,中部,長野県,軽井沢
教会結婚式場,観光,43億円,1億2900万円,3%,中部,長野県,軽井沢
アウトレットモール,商業,80億円,1億6000万円,2%,中部,長野県,軽井沢
テニスクラブ,観光,4億円,400万円,1%,中部,長野県,軽井沢
テニスクラブ,観光,4億円,400万円,1%,中部,長野県,軽井沢
葛飾北斎グッズ屋,観光,1000万円,1000万円,100%,中部,長野県,小布施
栗きんとん屋,食品,1000万円,1000万円,100%,中部,長野県,小布施
栗きんとん屋,食品,1000万円,1000万円,100%,中部,長野県,小布施
栗おこわ屋,食品,3000万円,3000万円,100%,中部,長野県,小布施
栗おこわ屋,食品,3000万円,3000万円,100%,中部,長野県,小布施
朱雀の和栗屋,食品,3億円,3000万円,10%,中部,長野県,小布施
リンゴ園,農林,5000万円,400万円,8%,中部,長野県,小布施
造り酒屋,食品,5億円,2000万円,4%,中部,長野県,小布施
マツタケ料理屋,食品,1億円,1億円,100%,中部,長野県,上田
マツタケ料理屋,食品,1億円,1億円,100%,中部,長野県,上田
マツタケ料理屋,食品,1億円,1億円,100%,中部,長野県,上田
くるみ林,農林,8000万円,640万円,8%,中部,長野県,上田
くるみ林,農林,8000万円,640万円,8%,中部,長野県,上田
くるみ林,農林,8000万円,640万円,8%,中部,長野県,上田
くるみ林,農林,8000万円,640万円,8%,中部,長野県,上田
レトルトカレ―工場,食品,120億円,6億円,5%,中部,長野県,上田
信州手打ちそば屋,食品,1000万円,1000万円,100%,中部,長野県,松本
栗おこわ屋,食品,3000万円,3000万円,100%,中部,長野県,松本
牛乳パン屋,食品,1000万円,800万円,80%,中部,長野県,松本
まめ板飴屋,食品,1000万円,800万円,80%,中部,長野県,松本
下原スイカ畑,農林,1億円,1000万円,10%,中部,長野県,松本
下原スイカ畑,農林,1億円,1000万円,10%,中部,長野県,松本
民芸家具屋,商業,4億円,400万円,1%,中部,長野県,松本
民芸家具屋,商業,4億円,400万円,1%,中部,長野県,松本
ソースカツ丼屋,食品,3000万円,3000万円,100%,中部,長野県,駒ヶ根
ソースカツ丼屋,食品,3000万円,3000万円,100%,中部,長野県,駒ヶ根
ソースカツ丼屋,食品,3000万円,3000万円,100%,中部,長野県,駒ヶ根
ソースカツ丼屋,食品,3000万円,3000万円,100%,中部,長野県,駒ヶ根
養老酒工場,食品,10億円,2000万円,2%,中部,長野県,駒ヶ根
信州手打ちそば屋,食品,1000万円,700万円,70%,中部,長野県,長野
おやき屋,食品,1000万円,250万円,25%,中部,長野県,長野
リンゴ園,農林,5000万円,400万円,8%,中部,長野県,長野
リンゴ園,農林,5000万円,400万円,8%,中部,長野県,長野
リンゴ園,農林,5000万円,400万円,8%,中部,長野県,長野
信州味噌工場,食品,4億円,1200万円,3%,中部,長野県,長野
白い馬美術館,観光,20億円,6000万円,3%,中部,長野県,長野
電気機器工場,工業,240億円,2億4000万円,1%,中部,長野県,長野
あんず林,農林,5000万円,500万円,10%,中部,長野県,千曲
あんず林,農林,5000万円,500万円,10%,中部,長野県,千曲
あんず林,農林,5000万円,500万円,10%,中部,長野県,千曲
あんず林,農林,5000万円,500万円,10%,中部,長野県,千曲
あんず林,農林,5000万円,500万円,10%,中部,長野県,千曲
ホテル,観光,10億円,1000万円,1%,中部,長野県,白馬
ホテル,観光,10億円,1000万円,1%,中部,長野県,白馬
スキー場,観光,80億円,8000万円,1%,中部,長野県,白馬
スキー場,観光,80億円,8000万円,1%,中部,長野県,白馬
スキー場,観光,80億円,8000万円,1%,中部,長野県,白馬
飛騨牛握り寿司屋,食品,1000万円,1000万円,100%,中部,岐阜県,高山
飛騨牛串焼き屋,食品,1000万円,1000万円,100%,中部,岐阜県,高山
みたらし団子屋,食品,1000万円,800万円,80%,中部,岐阜県,高山
漬物ステーキ屋,食品,1000万円,500万円,50%,中部,岐阜県,高山
高山ラーメン屋,食品,1000万円,500万円,50%,中部,岐阜県,高山
さんまち古い町並み,観光,30億円,9000万円,3%,中部,岐阜県,高山
飛騨牛ステーキ屋,食品,4億円,800万円,2%,中部,岐阜県,高山
飛騨牛ステーキ屋,食品,4億円,800万円,2%,中部,岐阜県,高山
栗おこわ屋,食品,3000万円,3000万円,100%,中部,岐阜県,中津川
栗きんとん屋,食品,1億円,2000万円,20%,中部,岐阜県,中津川
段ボール工場,工業,1億円,1000万円,10%,中部,岐阜県,中津川
夜明け前記念館,観光,2億円,400万円,2%,中部,岐阜県,中津川
馬籠宿の町並み,観光,3億円,600万円,2%,中部,岐阜県,中津川
妻籠宿の町並み,観光,5億円,500万円,1%,中部,岐阜県,中津川
製紙工場,工業,10億円,1000万円,1%,中部,岐阜県,中津川
電機メーカー,工業,20億円,2000万円,1%,中部,岐阜県,中津川
みたらし団子屋,食品,1000万円,500万円,50%,中部,岐阜県,郡上
みたらし団子屋,食品,1000万円,500万円,50%,中部,岐阜県,郡上
鶏ちゃん屋,食品,1000万円,500万円,50%,中部,岐阜県,郡上
鶏ちゃん屋,食品,1000万円,500万円,50%,中部,岐阜県,郡上
ハム工場,食品,5億円,1500万円,3%,中部,岐阜県,郡上
食品サンプル工房,工業,4億円,800万円,2%,中部,岐阜県,郡上
食品サンプル工房,工業,4億円,800万円,2%,中部,岐阜県,郡上
郡上おどり記念館,観光,10億円,2000万円,2%,中部,岐阜県,郡上
鵜飼いグッズ屋,観光,5000万円,2500万円,50%,中部,岐阜県,岐阜
鮎の甘露煮屋,食品,1000万円,250万円,25%,中部,岐阜県,岐阜
バラ園,農林,8000万円,400万円,5%,中部,岐阜県,岐阜
岐阜提灯工房,商業,2億円,200万円,1%,中部,岐阜県,岐阜
アパレル工場,商業,4億円,400万円,1%,中部,岐阜県,岐阜
織部焼き物工房,商業,6億円,1200万円,2%,中部,岐阜県,土岐
織部焼き物工房,商業,6億円,1200万円,2%,中部,岐阜県,土岐
美濃焼き物工房,商業,4億円,400万円,1%,中部,岐阜県,土岐
美濃焼き物工房,商業,4億円,400万円,1%,中部,岐阜県,土岐
美濃焼き物工房,商業,4億円,400万円,1%,中部,岐阜県,土岐
うなぎクッキー屋,食品,1000万円,2000万円,200%,中部,静岡県,浜松
もやし餃子屋,食品,1000万円,1000万円,100%,中部,静岡県,浜松
もやし餃子屋,食品,1000万円,1000万円,100%,中部,静岡県,浜松
ささやかハンバーグ,商業,3億円,3000万円,10%,中部,静岡県,浜松
バウムクーヘン屋,食品,95億円,4億7500万円,5%,中部,静岡県,浜松
新幹線車両工場,工業,400億円,16億円,4%,中部,静岡県,浜松
ピアノ工場,工業,10億円,3000万円,3%,中部,静岡県,浜松
バイク工場,工業,200億円,4億円,2%,中部,静岡県,浜松
あべ川餅屋,食品,1000万円,1000万円,100%,中部,静岡県,静岡
静岡おでん屋,食品,1000万円,800万円,80%,中部,静岡県,静岡
わさび漬け屋,食品,1000万円,500万円,50%,中部,静岡県,静岡
静岡茶畑,農林,8000万円,800万円,10%,中部,静岡県,静岡
静岡茶畑,農林,8000万円,800万円,10%,中部,静岡県,静岡
ささやかハンバーグ,商業,3億円,3000万円,10%,中部,静岡県,静岡
ミカン園,農林,5000万円,150万円,3%,中部,静岡県,静岡
プラモデル工場,商業,10億円,2000万円,2%,中部,静岡県,静岡
冷やしわんたん屋,食品,1000万円,1000万円,100%,中部,静岡県,熱海
金目鯛料理屋,食品,1000万円,1000万円,100%,中部,静岡県,熱海
